observation_id,timestamp,elapsed_min,latitude,longitude,position_accuracy_m,speed_kmph,current_section_id,current_station_id,distance_from_origin_km,distance_to_next_station_km,distance_to_destination_km,current_delay_min,station_event,signal_status,congestion_level
OBS_00386,9:57:30,192.5,29.952506,78.146557,4.1,55.6,SEC_HW_DDN,,263.94,50.06,50.06,-77.75,,CLEAR,LOW
OBS_00387,9:58:00,193,29.955938,78.145477,5,56.8,SEC_HW_DDN,,264.41,49.59,49.59,-77.88,,CLEAR,LOW
OBS_00388,9:58:30,193.5,29.959332,78.144408,4.3,56.1,SEC_HW_DDN,,264.88,49.12,49.12,-78.01,,CLEAR,LOW
OBS_00389,9:59:00,194,29.962874,78.143293,6.5,58.6,SEC_HW_DDN,,265.37,48.63,48.63,-78.16,,CLEAR,LOW
OBS_00390,9:59:30,194.5,29.966335,78.142203,6.9,57.3,SEC_HW_DDN,,265.84,48.16,48.16,-78.29,,CLEAR,LOW
OBS_00391,10:00:00,195,29.969885,78.141085,6,58.7,SEC_HW_DDN,,266.33,47.67,47.67,-78.44,,CLEAR,LOW
OBS_00392,10:00:30,195.5,29.973283,78.140015,4.1,56.2,SEC_HW_DDN,,266.8,47.2,47.2,-78.57,,CLEAR,LOW
OBS_00393,10:01:00,196,29.976782,78.138913,5.4,57.9,SEC_HW_DDN,,267.28,46.72,46.72,-78.71,,CLEAR,LOW
OBS_00394,10:01:30,196.5,29.980259,78.137818,6.7,57.5,SEC_HW_DDN,,267.76,46.24,46.24,-78.85,,CLEAR,LOW
OBS_00395,10:02:00,197,29.98364,78.136754,5.8,55.9,SEC_HW_DDN,,268.23,45.77,45.77,-78.97,,CLEAR,LOW
OBS_00396,10:02:30,197.5,29.987114,78.13566,5.5,57.5,SEC_HW_DDN,,268.71,45.29,45.29,-79.11,,CLEAR,LOW
OBS_00397,10:03:00,198,29.990475,78.134602,5,55.6,SEC_HW_DDN,,269.17,44.83,44.83,-79.23,,CLEAR,LOW
OBS_00398,10:03:30,198.5,29.993887,78.133528,6,56.4,SEC_HW_DDN,,269.64,44.36,44.36,-79.36,,CLEAR,LOW
OBS_00399,10:04:00,199,29.997407,78.132419,5,58.2,SEC_HW_DDN,,270.13,43.87,43.87,-79.5,,CLEAR,LOW
OBS_00400,10:04:30,199.5,30.000893,78.131322,4.9,57.7,SEC_HW_DDN,,270.61,43.39,43.39,-79.64,,CLEAR,LOW
OBS_00401,10:05:00,200,30.004431,78.130208,6.4,58.5,SEC_HW_DDN,,271.1,42.9,42.9,-79.79,,CLEAR,LOW
OBS_00402,10:05:30,200.5,30.007888,78.129119,5.4,57.2,SEC_HW_DDN,,271.57,42.43,42.43,-79.93,,CLEAR,LOW
OBS_00403,10:06:00,201,30.011295,78.128046,5,56.4,SEC_HW_DDN,,272.04,41.96,41.96,-80.06,,CLEAR,LOW
OBS_00404,10:06:30,201.5,30.014839,78.126931,5.2,58.6,SEC_HW_DDN,,272.53,41.47,41.47,-80.21,,CLEAR,LOW
OBS_00405,10:07:00,202,30.018288,78.125845,7,57,SEC_HW_DDN,,273.01,40.99,40.99,-80.34,,CLEAR,LOW
OBS_00406,10:07:30,202.5,30.021766,78.124749,5.6,57.5,SEC_HW_DDN,,273.48,40.52,40.52,-80.48,,CLEAR,LOW
OBS_00407,10:08:00,203,30.025194,78.12367,4.6,56.7,SEC_HW_DDN,,273.96,40.04,40.04,-80.61,,CLEAR,LOW
OBS_00408,10:08:30,203.5,30.028612,78.122594,6.3,56.5,SEC_HW_DDN,,274.43,39.57,39.57,-80.74,,CLEAR,LOW
OBS_00409,10:09:00,204,30.032084,78.121501,6.3,57.4,SEC_HW_DDN,,274.91,39.09,39.09,-80.88,,CLEAR,LOW
OBS_00410,10:09:30,204.5,30.035469,78.120435,5.6,56,SEC_HW_DDN,,275.37,38.63,38.63,-81,,CLEAR,LOW
OBS_00411,10:10:00,205,30.039003,78.119322,5.3,58.5,SEC_HW_DDN,,275.86,38.14,38.14,-81.15,,CLEAR,LOW
OBS_00412,10:10:30,205.5,30.04249,78.118224,4.4,57.7,SEC_HW_DDN,,276.34,37.66,37.66,-81.29,,CLEAR,LOW
OBS_00413,10:11:00,206,30.046034,78.117108,5.8,58.6,SEC_HW_DDN,,276.83,37.17,37.17,-81.44,,CLEAR,LOW
OBS_00414,10:11:30,206.5,30.049426,78.11604,4.5,56.1,SEC_HW_DDN,,277.3,36.7,36.7,-81.56,,CLEAR,LOW
OBS_00415,10:12:00,207,30.052883,78.114952,5.7,57.2,SEC_HW_DDN,,277.77,36.23,36.23,-81.7,,CLEAR,LOW
OBS_00416,10:12:30,207.5,30.056245,78.113893,7,55.6,SEC_HW_DDN,,278.24,35.76,35.76,-81.82,,CLEAR,LOW
OBS_00417,10:13:00,208,30.059776,78.112781,5.4,58.4,SEC_HW_DDN,,278.72,35.28,35.28,-81.97,,CLEAR,LOW
OBS_00418,10:13:30,208.5,30.063143,78.111721,6.5,55.7,SEC_HW_DDN,,279.19,34.81,34.81,-82.08,,CLEAR,LOW
OBS_00419,10:14:00,209,30.066589,78.110636,6.1,57,SEC_HW_DDN,,279.66,34.34,34.34,-82.22,,CLEAR,LOW
OBS_00420,10:14:30,209.5,30.070037,78.109551,4.8,57,SEC_HW_DDN,,280.14,33.86,33.86,-82.35,,CLEAR,LOW
OBS_00421,10:15:00,210,30.073552,78.108444,6.9,58.1,SEC_HW_DDN,,280.62,33.38,33.38,-82.5,,CLEAR,LOW
OBS_00422,10:15:30,210.5,30.076945,78.107375,5.7,56.1,SEC_HW_DDN,,281.09,32.91,32.91,-82.62,,CLEAR,LOW
OBS_00423,10:16:00,211,30.080367,78.106298,6.8,56.6,SEC_HW_DDN,,281.56,32.44,32.44,-82.75,,CLEAR,LOW
OBS_00424,10:16:30,211.5,30.083815,78.105212,6.6,57,SEC_HW_DDN,,282.04,31.96,31.96,-82.88,,CLEAR,LOW
OBS_00425,10:17:00,212,30.087337,78.104104,4.8,58.2,SEC_HW_DDN,,282.52,31.48,31.48,-83.03,,CLEAR,LOW
OBS_00426,10:17:30,212.5,30.090843,78.103,5.2,58,SEC_HW_DDN,,283.01,30.99,30.99,-83.17,,CLEAR,LOW
OBS_00427,10:18:00,213,30.094379,78.101886,5.5,58.5,SEC_HW_DDN,,283.49,30.51,30.51,-83.32,,CLEAR,LOW
OBS_00428,10:18:30,213.5,30.097891,78.10078,4.8,58.1,SEC_HW_DDN,,283.98,30.02,30.02,-83.47,,CLEAR,LOW
OBS_00429,10:19:00,214,30.101295,78.099709,5.8,56.3,SEC_HW_DDN,,284.45,29.55,29.55,-83.6,,CLEAR,LOW
OBS_00430,10:19:30,214.5,30.104845,78.098591,5.5,58.7,SEC_HW_DDN,,284.94,29.06,29.06,-83.75,,CLEAR,LOW
OBS_00431,10:20:00,215,30.108218,78.097529,5.6,55.8,SEC_HW_DDN,,285.4,28.6,28.6,-83.87,,CLEAR,LOW
OBS_00432,10:20:30,215.5,30.111632,78.096454,5.7,56.5,SEC_HW_DDN,,285.87,28.13,28.13,-84,,CLEAR,LOW
OBS_00433,10:21:00,216,30.115087,78.095366,5.4,57.1,SEC_HW_DDN,,286.35,27.65,27.65,-84.13,,CLEAR,LOW
OBS_00434,10:21:30,216.5,30.118496,78.094293,4.6,56.4,SEC_HW_DDN,,286.82,27.18,27.18,-84.26,,CLEAR,LOW
OBS_00435,10:22:00,217,30.121983,78.093195,5.7,57.7,SEC_HW_DDN,,287.3,26.7,26.7,-84.4,,CLEAR,LOW
OBS_00436,10:22:30,217.5,30.125374,78.092127,6.3,56.1,SEC_HW_DDN,,287.77,26.23,26.23,-84.52,,CLEAR,LOW
OBS_00437,10:23:00,218,30.128726,78.091072,6.2,55.4,SEC_HW_DDN,,288.23,25.77,25.77,-84.64,,CLEAR,LOW
OBS_00438,10:23:30,218.5,30.132214,78.089973,6.4,57.7,SEC_HW_DDN,,288.71,25.29,25.29,-84.78,,CLEAR,LOW
OBS_00439,10:24:00,219,30.135637,78.088896,6,56.6,SEC_HW_DDN,,289.18,24.82,24.82,-84.91,,CLEAR,LOW
OBS_00440,10:24:30,219.5,30.139149,78.08779,6.9,58.1,SEC_HW_DDN,,289.66,24.34,24.34,-85.05,,CLEAR,LOW
OBS_00441,10:25:00,220,30.142594,78.086705,4.1,57,SEC_HW_DDN,,290.14,23.86,23.86,-85.19,,CLEAR,LOW
OBS_00442,10:25:30,220.5,30.146041,78.08562,5.8,57,SEC_HW_DDN,,290.61,23.39,23.39,-85.32,,CLEAR,LOW
OBS_00443,10:26:00,221,30.149564,78.084511,6.6,58.3,SEC_HW_DDN,,291.1,22.9,22.9,-85.47,,CLEAR,LOW
OBS_00444,10:26:30,221.5,30.152997,78.083429,5.6,56.8,SEC_HW_DDN,,291.57,22.43,22.43,-85.6,,CLEAR,LOW
OBS_00445,10:27:00,222,30.156434,78.082347,6.2,56.9,SEC_HW_DDN,,292.05,21.95,21.95,-85.73,,CLEAR,LOW
OBS_00446,10:27:30,222.5,30.159862,78.081268,6,56.7,SEC_HW_DDN,,292.52,21.48,21.48,-85.86,,CLEAR,LOW
OBS_00447,10:28:00,223,30.163237,78.080205,5.4,55.8,SEC_HW_DDN,,292.98,21.02,21.02,-85.98,,CLEAR,LOW
OBS_00448,10:28:30,223.5,30.16678,78.07909,5,58.6,SEC_HW_DDN,,293.47,20.53,20.53,-86.13,,CLEAR,LOW
OBS_00449,10:29:00,224,30.170266,78.077992,5.9,57.7,SEC_HW_DDN,,293.95,20.05,20.05,-86.27,,CLEAR,LOW
OBS_00450,10:29:30,224.5,30.173784,78.076884,6.6,58.2,SEC_HW_DDN,,294.44,19.56,19.56,-86.42,,CLEAR,LOW
OBS_00451,10:30:00,225,30.177305,78.075776,5.1,58.2,SEC_HW_DDN,,294.92,19.08,19.08,-86.57,,CLEAR,LOW
OBS_00452,10:30:30,225.5,30.180713,78.074703,6.2,56.4,SEC_HW_DDN,,295.39,18.61,18.61,-86.69,,CLEAR,LOW
OBS_00453,10:31:00,226,30.184213,78.073601,6.6,57.9,SEC_HW_DDN,,295.88,18.12,18.12,-86.83,,CLEAR,LOW
OBS_00454,10:31:30,226.5,30.187563,78.072546,4.2,55.4,SEC_HW_DDN,,296.34,17.66,17.66,-86.95,,CLEAR,LOW
OBS_00455,10:32:00,227,30.191036,78.071452,6.8,57.4,SEC_HW_DDN,,296.82,17.18,17.18,-87.09,,CLEAR,LOW
OBS_00456,10:32:30,227.5,30.194585,78.070335,6.2,58.7,SEC_HW_DDN,,297.31,16.69,16.69,-87.24,,CLEAR,LOW
OBS_00457,10:33:00,228,30.198017,78.069254,4.3,56.8,SEC_HW_DDN,,297.78,16.22,16.22,-87.37,,CLEAR,LOW
OBS_00458,10:33:30,228.5,30.201491,78.06816,6.6,57.5,SEC_HW_DDN,,298.26,15.74,15.74,-87.51,,CLEAR,LOW
OBS_00459,10:34:00,229,30.204925,78.067079,6.1,56.8,SEC_HW_DDN,,298.73,15.27,15.27,-87.64,,CLEAR,LOW
OBS_00460,10:34:30,229.5,30.208455,78.065968,4.1,58.4,SEC_HW_DDN,,299.22,14.78,14.78,-87.79,,CLEAR,LOW
OBS_00461,10:35:00,230,30.211962,78.064863,4.9,58,SEC_HW_DDN,,299.7,14.3,14.3,-87.93,,CLEAR,LOW
OBS_00462,10:35:30,230.5,30.215382,78.063786,4.4,56.6,SEC_HW_DDN,,300.17,13.83,13.83,-88.06,,CLEAR,LOW
OBS_00463,10:36:00,231,30.218835,78.062699,5.7,57.1,SEC_HW_DDN,,300.65,13.35,13.35,-88.2,,CLEAR,LOW
OBS_00464,10:36:30,231.5,30.222342,78.061595,4.5,58,SEC_HW_DDN,,301.13,12.87,12.87,-88.34,,CLEAR,LOW
OBS_00465,10:37:00,232,30.225701,78.060538,6.6,55.6,SEC_HW_DDN,,301.59,12.41,12.41,-88.46,,CLEAR,LOW
OBS_00466,10:37:30,232.5,30.229171,78.059445,4.7,57.4,SEC_HW_DDN,,302.07,11.93,11.93,-88.6,,CLEAR,LOW
OBS_00467,10:38:00,233,30.232703,78.058333,4.4,58.4,SEC_HW_DDN,,302.56,11.44,11.44,-88.75,,CLEAR,LOW
OBS_00468,10:38:30,233.5,30.236141,78.05725,4.8,56.9,SEC_HW_DDN,,303.03,10.97,10.97,-88.88,,CLEAR,LOW
OBS_00469,10:39:00,234,30.239536,78.056181,4,56.2,SEC_HW_DDN,,303.5,10.5,10.5,-89,,CLEAR,LOW
OBS_00470,10:39:30,234.5,30.243045,78.055076,6.7,58,SEC_HW_DDN,,303.99,10.01,10.01,-89.15,,CLEAR,LOW
OBS_00471,10:40:00,235,30.246528,78.05398,4.5,57.6,SEC_HW_DDN,,304.47,9.53,9.53,-89.29,,CLEAR,LOW
OBS_00472,10:40:30,235.5,30.249962,78.052899,5,56.8,SEC_HW_DDN,,304.94,9.06,9.06,-89.42,,CLEAR,LOW
OBS_00473,10:41:00,236,30.253426,78.051808,5.9,57.3,SEC_HW_DDN,,305.42,8.58,8.58,-89.56,,CLEAR,LOW
OBS_00474,10:41:30,236.5,30.256857,78.050728,4.8,56.7,SEC_HW_DDN,,305.89,8.11,8.11,-89.69,,CLEAR,LOW
OBS_00475,10:42:00,237,30.260374,78.04962,4.6,58.2,SEC_HW_DDN,,306.37,7.63,7.63,-89.83,,CLEAR,LOW
OBS_00476,10:42:30,237.5,30.263797,78.048543,5.4,56.6,SEC_HW_DDN,,306.85,7.15,7.15,-89.96,,CLEAR,LOW
OBS_00477,10:43:00,238,30.267188,78.047475,5.7,56.1,SEC_HW_DDN,,307.31,6.69,6.69,-90.08,,CLEAR,LOW
OBS_00478,10:43:30,238.5,30.27065,78.046385,7,57.3,SEC_HW_DDN,,307.79,6.21,6.21,-90.22,,CLEAR,LOW
OBS_00479,10:44:00,239,30.274054,78.045313,6.9,56.3,SEC_HW_DDN,,308.26,5.74,5.74,-90.35,,CLEAR,LOW
OBS_00480,10:44:30,239.5,30.277532,78.044218,4.8,57.5,SEC_HW_DDN,,308.74,5.26,5.26,-90.49,,CLEAR,LOW
OBS_00481,10:45:00,240,30.280992,78.043128,6.1,57.2,SEC_HW_DDN,,309.22,4.78,4.78,-90.62,,CLEAR,LOW
OBS_00482,10:45:30,240.5,30.284489,78.042027,4.1,57.8,SEC_HW_DDN,,309.7,4.3,4.3,-90.76,,CLEAR,LOW
OBS_00483,10:46:00,241,30.287957,78.040935,5.5,57.4,SEC_HW_DDN,,310.18,3.82,3.82,-90.9,,CLEAR,LOW
OBS_00484,10:46:30,241.5,30.291487,78.039824,4.9,58.4,SEC_HW_DDN,,310.66,3.34,3.34,-91.05,,CLEAR,LOW
OBS_00485,10:47:00,242,30.294994,78.038719,5.8,58,SEC_HW_DDN,,311.15,2.85,2.85,-91.19,,CLEAR,LOW
OBS_00486,10:47:30,242.5,30.29841,78.037644,5.9,56.5,SEC_HW_DDN,,311.62,2.38,2.38,-91.32,,CLEAR,LOW
OBS_00487,10:48:00,243,30.301881,78.036551,6,57.4,SEC_HW_DDN,,312.1,1.9,1.9,-91.46,,CLEAR,LOW
OBS_00488,10:48:30,243.5,30.305373,78.035452,6,57.8,SEC_HW_DDN,,312.58,1.42,1.42,-91.6,,CLEAR,LOW
OBS_00489,10:49:00,244,30.308889,78.034345,5.9,58.2,SEC_HW_DDN,,313.06,0.94,0.94,-91.75,,CLEAR,LOW
OBS_00490,10:49:30,244.5,30.312418,78.033233,5.9,58.4,SEC_HW_DDN,,313.55,0.45,0.45,-91.9,,CLEAR,LOW
OBS_00491,10:50:00,245,30.3157,78.0322,5.3,0,,DDN,314,0,0,-92,ARRIVED,CLEAR,LOW
