journey_id,train_id,train_type,timestamp,date,hour,day_of_week,is_weekend,section_id,from_station_id,to_station_id,section_distance_km,scheduled_running_time_min,max_sectional_speed_kmph,entry_speed_kmph,entry_delay_min,previous_section_delay_min,congestion_level,weather_condition,visibility_km,speed_restriction_active,restriction_speed_kmph,unscheduled_halt_active,unscheduled_halt_min,recovery_applied_min,historical_section_median_min,historical_section_p90_min,actual_section_running_time_min,section_delay_delta_min,exit_delay_min,data_source
JRN_20260707_12017,12017,SHATABDI,2026-07-07T10:29:46,2026-07-07,10,1,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,51.22,-34.78,-5.84,LOW,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,57.8,-10.2,-44.98,SYNTHETIC_DATASET
JRN_20260707_12055,12055,SUPERFAST,2026-07-07T15:20:00,2026-07-07,15,1,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,88.78,-1.72,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-5.92,SYNTHETIC_DATASET
JRN_20260707_12055,12055,SUPERFAST,2026-07-07T15:46:48,2026-07-07,15,1,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,94.32,-5.92,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-11.92,SYNTHETIC_DATASET
JRN_20260707_12055,12055,SUPERFAST,2026-07-07T16:23:48,2026-07-07,16,1,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,90.3,-11.92,-6.0,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,41.25,-3.75,-15.67,SYNTHETIC_DATASET
JRN_20260707_12055,12055,SUPERFAST,2026-07-07T17:08:03,2026-07-07,17,1,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,84.51,-15.67,-3.75,MEDIUM,CLEAR,10.0,0,,1,8.78,0.0,53.56,65.0,56.34,4.34,-11.33,SYNTHETIC_DATASET
JRN_20260707_12055,12055,SUPERFAST,2026-07-07T18:07:23,2026-07-07,18,1,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,23.81,-11.33,4.34,MEDIUM,CLEAR,10.0,1,30.0,0,0.0,0.0,32.96,40.0,92.11,60.11,48.78,SYNTHETIC_DATASET
JRN_20260707_12055,12055,SUPERFAST,2026-07-07T19:42:30,2026-07-07,19,1,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,63.1,48.78,60.11,HIGH,CLEAR,10.0,0,,1,9.47,0.0,46.35,56.25,63.15,18.15,66.93,SYNTHETIC_DATASET
JRN_20260707_12055,12055,SUPERFAST,2026-07-07T20:48:39,2026-07-07,20,1,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,46.24,66.93,18.15,MEDIUM,CLEAR,10.0,0,,1,10.62,0.0,70.04,85.0,80.29,12.29,79.22,SYNTHETIC_DATASET
JRN_20260707_14041,14041,EXPRESS,2026-07-07T22:25:00,2026-07-07,22,1,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,90.35,12.7,0.0,LOW,CLEAR,10.0,0,,0,0.0,5.08,28.84,35.0,23.8,-4.2,8.5,SYNTHETIC_DATASET
JRN_20260707_14041,14041,EXPRESS,2026-07-07T22:51:48,2026-07-07,22,1,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,106.7,8.5,-4.2,LOW,CLEAR,10.0,0,,0,0.0,3.4,41.2,50.0,34.0,-6.0,2.5,SYNTHETIC_DATASET
JRN_20260707_14041,14041,EXPRESS,2026-07-07T23:28:48,2026-07-07,23,1,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,91.93,2.5,-6.0,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,41.06,-3.94,-1.44,SYNTHETIC_DATASET
JRN_20260707_14041,14041,EXPRESS,2026-07-08T00:12:51,2026-07-07,0,1,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,78.04,-1.44,-3.94,LOW,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,44.199999999999996,-7.8,-9.24,SYNTHETIC_DATASET
JRN_20260707_14041,14041,EXPRESS,2026-07-08T01:00:03,2026-07-07,1,1,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,87.56,-9.24,-7.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-14.04,SYNTHETIC_DATASET
JRN_20260707_14041,14041,EXPRESS,2026-07-08T01:30:15,2026-07-07,1,1,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,68.28,-14.04,-4.8,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,42.36,-2.64,-16.68,SYNTHETIC_DATASET
JRN_20260707_14041,14041,EXPRESS,2026-07-08T02:15:37,2026-07-07,2,1,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,52.06,-16.68,-2.64,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,68.06,0.06,-16.62,SYNTHETIC_DATASET
JRN_20260707_14309,14309,PASSENGER,2026-07-07T11:15:00,2026-07-07,11,1,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,85.16,-0.09,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-4.29,SYNTHETIC_DATASET
JRN_20260707_14309,14309,PASSENGER,2026-07-07T11:41:48,2026-07-07,11,1,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,96.83,-4.29,-4.2,MEDIUM,CLEAR,10.0,0,,1,7.07,0.0,41.2,50.0,38.76,-1.24,-5.53,SYNTHETIC_DATASET
JRN_20260707_14309,14309,PASSENGER,2026-07-07T12:23:33,2026-07-07,12,1,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,82.51,-5.53,-1.24,LOW,RAIN,4.59,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-12.28,SYNTHETIC_DATASET
JRN_20260707_14309,14309,PASSENGER,2026-07-07T13:04:48,2026-07-07,13,1,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,82.57,-12.28,-6.75,LOW,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,44.199999999999996,-7.8,-20.08,SYNTHETIC_DATASET
JRN_20260707_14309,14309,PASSENGER,2026-07-07T13:52:00,2026-07-07,13,1,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,77.9,-20.08,-7.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-24.88,SYNTHETIC_DATASET
JRN_20260707_14309,14309,PASSENGER,2026-07-07T14:22:12,2026-07-07,14,1,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,63.06,-24.88,-4.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-31.63,SYNTHETIC_DATASET
JRN_20260707_14309,14309,PASSENGER,2026-07-07T15:03:27,2026-07-07,15,1,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,48.19,-31.63,-6.75,LOW,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,57.8,-10.2,-41.83,SYNTHETIC_DATASET
JRN_20260708_12017,12017,SHATABDI,2026-07-08T06:45:00,2026-07-08,6,2,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,85.55,-0.98,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-5.18,SYNTHETIC_DATASET
JRN_20260708_12017,12017,SHATABDI,2026-07-08T07:11:48,2026-07-08,7,2,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,97.2,-5.18,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-11.18,SYNTHETIC_DATASET
JRN_20260708_12017,12017,SHATABDI,2026-07-08T07:48:48,2026-07-08,7,2,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,94.52,-11.18,-6.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-17.93,SYNTHETIC_DATASET
JRN_20260708_12017,12017,SHATABDI,2026-07-08T08:30:03,2026-07-08,8,2,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,87.48,-17.93,-6.75,LOW,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,44.199999999999996,-7.8,-25.73,SYNTHETIC_DATASET
JRN_20260708_12017,12017,SHATABDI,2026-07-08T09:17:15,2026-07-08,9,2,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,83.61,-25.73,-7.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-30.53,SYNTHETIC_DATASET
JRN_20260708_12017,12017,SHATABDI,2026-07-08T09:47:27,2026-07-08,9,2,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,71.43,-30.53,-4.8,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,42.28,-2.72,-33.25,SYNTHETIC_DATASET
JRN_20260708_12017,12017,SHATABDI,2026-07-08T10:32:43,2026-07-08,10,2,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,46.72,-33.25,-2.72,MEDIUM,CLEAR,10.0,0,,1,10.44,0.0,70.04,85.0,79.7,11.7,-21.55,SYNTHETIC_DATASET
JRN_20260708_12055,12055,SUPERFAST,2026-07-08T15:20:00,2026-07-08,15,2,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,86.56,-1.89,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-6.09,SYNTHETIC_DATASET
JRN_20260708_12055,12055,SUPERFAST,2026-07-08T15:46:48,2026-07-08,15,2,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,98.89,-6.09,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-12.09,SYNTHETIC_DATASET
JRN_20260708_12055,12055,SUPERFAST,2026-07-08T16:23:48,2026-07-08,16,2,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,90.82,-12.09,-6.0,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,41.81,-3.19,-15.28,SYNTHETIC_DATASET
JRN_20260708_12055,12055,SUPERFAST,2026-07-08T17:08:36,2026-07-08,17,2,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,87.77,-15.28,-3.19,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,47.17,-4.83,-20.11,SYNTHETIC_DATASET
JRN_20260708_12055,12055,SUPERFAST,2026-07-08T17:58:46,2026-07-08,17,2,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,83.62,-20.11,-4.83,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-24.91,SYNTHETIC_DATASET
JRN_20260708_12055,12055,SUPERFAST,2026-07-08T18:28:58,2026-07-08,18,2,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,63.9,-24.91,-4.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-31.66,SYNTHETIC_DATASET
JRN_20260708_12055,12055,SUPERFAST,2026-07-08T19:10:13,2026-07-08,19,2,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,48.21,-31.66,-6.75,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,68.34,0.34,-31.32,SYNTHETIC_DATASET
JRN_20260708_14041,14041,EXPRESS,2026-07-08T22:25:00,2026-07-08,22,2,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,87.45,-1.18,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-5.38,SYNTHETIC_DATASET
JRN_20260708_14041,14041,EXPRESS,2026-07-08T22:51:48,2026-07-08,22,2,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,88.09,-5.38,-4.2,HIGH,RAIN,3.51,0,,0,0.0,0.0,41.2,50.0,45.11,5.11,-0.27,SYNTHETIC_DATASET
JRN_20260708_14041,14041,EXPRESS,2026-07-08T23:39:54,2026-07-08,23,2,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,95.9,-0.27,5.11,HIGH,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,52.87,7.87,7.6,SYNTHETIC_DATASET
JRN_20260708_14041,14041,EXPRESS,2026-07-09T00:35:46,2026-07-08,0,2,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,82.56,7.6,7.87,LOW,CLEAR,10.0,0,,0,0.0,3.04,53.56,65.0,44.199999999999996,-7.8,-0.2,SYNTHETIC_DATASET
JRN_20260708_14041,14041,EXPRESS,2026-07-09T01:22:58,2026-07-08,1,2,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,77.69,-0.2,-7.8,HIGH,RAIN,2.77,0,,0,0.0,0.0,32.96,40.0,38.8,6.8,6.6,SYNTHETIC_DATASET
JRN_20260708_14041,14041,EXPRESS,2026-07-09T02:04:46,2026-07-08,2,2,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,38.21,6.6,6.8,LOW,CLEAR,10.0,1,45.0,0,0.0,0.0,46.35,56.25,62.18,17.18,23.78,SYNTHETIC_DATASET
JRN_20260708_14041,14041,EXPRESS,2026-07-09T03:09:57,2026-07-08,3,2,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,51.02,23.78,17.18,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,68.42,0.42,24.2,SYNTHETIC_DATASET
JRN_20260708_14309,14309,PASSENGER,2026-07-08T11:15:00,2026-07-08,11,2,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,91.92,-2.0,0.0,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-6.2,SYNTHETIC_DATASET
JRN_20260708_14309,14309,PASSENGER,2026-07-08T11:41:48,2026-07-08,11,2,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,100.02,-6.2,-4.2,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-12.2,SYNTHETIC_DATASET
JRN_20260708_14309,14309,PASSENGER,2026-07-08T12:18:48,2026-07-08,12,2,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,89.45,-12.2,-6.0,HIGH,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,52.74,7.74,-4.46,SYNTHETIC_DATASET
JRN_20260708_14309,14309,PASSENGER,2026-07-08T13:14:32,2026-07-08,13,2,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,86.72,-4.46,7.74,MEDIUM,CLEAR,10.0,0,,1,7.82,0.0,53.56,65.0,56.12,4.12,-0.34,SYNTHETIC_DATASET
JRN_20260708_14309,14309,PASSENGER,2026-07-08T14:13:39,2026-07-08,14,2,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,89.74,-0.34,4.12,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-5.14,SYNTHETIC_DATASET
JRN_20260708_14309,14309,PASSENGER,2026-07-08T14:43:51,2026-07-08,14,2,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,71.39,-5.14,-4.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-11.89,SYNTHETIC_DATASET
JRN_20260708_14309,14309,PASSENGER,2026-07-08T15:25:06,2026-07-08,15,2,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,49.13,-11.89,-6.75,LOW,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,57.8,-10.2,-22.09,SYNTHETIC_DATASET
JRN_20260709_12017,12017,SHATABDI,2026-07-09T06:45:00,2026-07-09,6,3,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,84.86,-0.58,0.0,HIGH,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-4.78,SYNTHETIC_DATASET
JRN_20260709_12017,12017,SHATABDI,2026-07-09T07:11:48,2026-07-09,7,3,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,107.29,-4.78,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-10.78,SYNTHETIC_DATASET
JRN_20260709_12017,12017,SHATABDI,2026-07-09T07:48:48,2026-07-09,7,3,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,95.99,-10.78,-6.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-17.53,SYNTHETIC_DATASET
JRN_20260709_12017,12017,SHATABDI,2026-07-09T08:30:03,2026-07-09,8,3,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,80.47,-17.53,-6.75,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,48.19,-3.81,-21.34,SYNTHETIC_DATASET
JRN_20260709_12017,12017,SHATABDI,2026-07-09T09:21:14,2026-07-09,9,3,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,86.19,-21.34,-3.81,HIGH,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,35.4,3.4,-17.94,SYNTHETIC_DATASET
JRN_20260709_12017,12017,SHATABDI,2026-07-09T09:59:38,2026-07-09,9,3,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,65.9,-17.94,3.4,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,43.17,-1.83,-19.77,SYNTHETIC_DATASET
JRN_20260709_12017,12017,SHATABDI,2026-07-09T10:45:48,2026-07-09,10,3,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,40.7,-19.77,-1.83,LOW,CLEAR,10.0,1,50.0,0,0.0,0.0,70.04,85.0,68.24,0.24,-19.53,SYNTHETIC_DATASET
JRN_20260709_12055,12055,SUPERFAST,2026-07-09T15:20:00,2026-07-09,15,3,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,25.56,-1.57,0.0,LOW,CLEAR,10.0,1,30.0,0,0.0,0.0,28.84,35.0,54.84,26.84,25.27,SYNTHETIC_DATASET
JRN_20260709_12055,12055,SUPERFAST,2026-07-09T16:17:50,2026-07-09,16,3,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,26.79,25.27,26.84,LOW,CLEAR,10.0,1,30.0,0,0.0,0.0,41.2,50.0,103.86,63.86,89.13,SYNTHETIC_DATASET
JRN_20260709_12055,12055,SUPERFAST,2026-07-09T18:04:42,2026-07-09,18,3,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,87.86,89.13,63.86,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,42.02,-2.98,86.15,SYNTHETIC_DATASET
JRN_20260709_12055,12055,SUPERFAST,2026-07-09T18:49:43,2026-07-09,18,3,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,84.08,86.15,-2.98,HIGH,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,60.94,8.94,95.09,SYNTHETIC_DATASET
JRN_20260709_12055,12055,SUPERFAST,2026-07-09T19:53:39,2026-07-09,19,3,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,83.13,95.09,8.94,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,28.04,-3.96,91.13,SYNTHETIC_DATASET
JRN_20260709_12055,12055,SUPERFAST,2026-07-09T20:24:42,2026-07-09,20,3,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,66.01,91.13,-3.96,HIGH,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,54.89,9.89,101.02,SYNTHETIC_DATASET
JRN_20260709_12055,12055,SUPERFAST,2026-07-09T21:22:35,2026-07-09,21,3,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,50.29,101.02,9.89,LOW,CLEAR,10.0,0,,0,0.0,13.26,70.04,85.0,57.8,-10.2,90.82,SYNTHETIC_DATASET
JRN_20260709_14041,14041,EXPRESS,2026-07-09T22:25:00,2026-07-09,22,3,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,91.71,0.55,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-3.65,SYNTHETIC_DATASET
JRN_20260709_14041,14041,EXPRESS,2026-07-09T22:51:48,2026-07-09,22,3,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,41.4,-3.65,-4.2,MEDIUM,CLEAR,10.0,1,50.0,0,0.0,0.0,41.2,50.0,76.68,36.68,33.03,SYNTHETIC_DATASET
JRN_20260709_14041,14041,EXPRESS,2026-07-10T00:11:28,2026-07-09,0,3,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,90.06,33.03,36.68,LOW,CLEAR,10.0,0,,0,0.0,9.98,46.35,56.25,38.25,-6.75,26.28,SYNTHETIC_DATASET
JRN_20260709_14041,14041,EXPRESS,2026-07-10T00:52:43,2026-07-09,0,3,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,80.78,26.28,-6.75,LOW,CLEAR,10.0,0,,0,0.0,10.51,53.56,65.0,44.199999999999996,-7.8,18.48,SYNTHETIC_DATASET
JRN_20260709_14041,14041,EXPRESS,2026-07-10T01:39:55,2026-07-09,1,3,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,87.69,18.48,-7.8,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,13.68,SYNTHETIC_DATASET
JRN_20260709_14041,14041,EXPRESS,2026-07-10T02:10:07,2026-07-09,2,3,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,70.18,13.68,-4.8,LOW,CLEAR,10.0,0,,0,0.0,5.47,46.35,56.25,38.25,-6.75,6.93,SYNTHETIC_DATASET
JRN_20260709_14041,14041,EXPRESS,2026-07-10T02:51:22,2026-07-09,2,3,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,47.73,6.93,-6.75,LOW,CLEAR,10.0,0,,0,0.0,2.77,70.04,85.0,57.8,-10.2,-3.27,SYNTHETIC_DATASET
JRN_20260709_14309,14309,PASSENGER,2026-07-09T11:15:00,2026-07-09,11,3,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,93.27,-1.76,0.0,HIGH,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-5.96,SYNTHETIC_DATASET
JRN_20260709_14309,14309,PASSENGER,2026-07-09T11:41:48,2026-07-09,11,3,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,94.57,-5.96,-4.2,HIGH,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,39.71,-0.29,-6.25,SYNTHETIC_DATASET
JRN_20260709_14309,14309,PASSENGER,2026-07-09T12:24:30,2026-07-09,12,3,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,26.79,-6.25,-0.29,LOW,CLEAR,10.0,1,30.0,0,0.0,0.0,46.35,56.25,123.68,78.68,72.43,SYNTHETIC_DATASET
JRN_20260709_14309,14309,PASSENGER,2026-07-09T14:31:11,2026-07-09,14,3,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,84.84,72.43,78.68,LOW,CLEAR,10.0,0,,0,0.0,9.16,53.56,65.0,44.199999999999996,-7.8,64.63,SYNTHETIC_DATASET
JRN_20260709_14309,14309,PASSENGER,2026-07-09T15:18:23,2026-07-09,15,3,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,87.4,64.63,-7.8,LOW,CLEAR,10.0,0,,0,0.0,6.56,32.96,40.0,27.2,-4.8,59.83,SYNTHETIC_DATASET
JRN_20260709_14309,14309,PASSENGER,2026-07-09T15:48:35,2026-07-09,15,3,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,65.69,59.83,-4.8,LOW,CLEAR,10.0,0,,0,0.0,7.35,46.35,56.25,38.25,-6.75,53.08,SYNTHETIC_DATASET
JRN_20260709_14309,14309,PASSENGER,2026-07-09T16:29:50,2026-07-09,16,3,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,48.7,53.08,-6.75,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,69.23,1.23,54.31,SYNTHETIC_DATASET
JRN_20260710_12017,12017,SHATABDI,2026-07-10T06:45:00,2026-07-10,6,4,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,90.83,0.28,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-3.92,SYNTHETIC_DATASET
JRN_20260710_12017,12017,SHATABDI,2026-07-10T07:11:48,2026-07-10,7,4,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,106.42,-3.92,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-9.92,SYNTHETIC_DATASET
JRN_20260710_12017,12017,SHATABDI,2026-07-10T07:48:48,2026-07-10,7,4,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,86.52,-9.92,-6.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-16.67,SYNTHETIC_DATASET
JRN_20260710_12017,12017,SHATABDI,2026-07-10T08:30:03,2026-07-10,8,4,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,40.3,-16.67,-6.75,LOW,CLEAR,10.0,1,45.0,0,0.0,0.0,53.56,65.0,87.39,35.39,18.72,SYNTHETIC_DATASET
JRN_20260710_12017,12017,SHATABDI,2026-07-10T10:00:26,2026-07-10,10,4,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,39.55,18.72,35.39,MEDIUM,CLEAR,10.0,1,45.0,0,0.0,0.0,32.96,40.0,61.26,29.26,47.98,SYNTHETIC_DATASET
JRN_20260710_12017,12017,SHATABDI,2026-07-10T11:04:42,2026-07-10,11,4,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,65.15,47.98,29.26,HIGH,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,53.89,8.89,56.87,SYNTHETIC_DATASET
JRN_20260710_12017,12017,SHATABDI,2026-07-10T12:01:35,2026-07-10,12,4,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,43.41,56.87,8.89,LOW,RAIN,2.15,0,,0,0.0,0.0,70.04,85.0,62.55,-5.45,51.42,SYNTHETIC_DATASET
JRN_20260710_12055,12055,SUPERFAST,2026-07-10T15:20:00,2026-07-10,15,4,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,89.69,0.48,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-3.72,SYNTHETIC_DATASET
JRN_20260710_12055,12055,SUPERFAST,2026-07-10T15:46:48,2026-07-10,15,4,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,101.56,-3.72,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-9.72,SYNTHETIC_DATASET
JRN_20260710_12055,12055,SUPERFAST,2026-07-10T16:23:48,2026-07-10,16,4,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,86.36,-9.72,-6.0,HIGH,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,52.69,7.69,-2.03,SYNTHETIC_DATASET
